#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays,Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Reason,Caption Preview
62,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,193984,5549,86,2.86%,2.32%,2025-09-13,https://www.instagram.com/p/DOi6oFUEwri/,⚪ Standard Organic: Baseline organic collab reach,We along with @gullylabs wanted the community to design our 1st ever collab shoe inspired by the CMF Phone 2 Pro.  Huge thanks to everyone who brought their ideas to life. 🤍  The entries are now closed. Keep following this space for winner announceme
63,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@thecometnucleus,8495,184317,2270,34,1.23%,27.12%,2026-05-24,https://www.instagram.com/p/DYuLB-EyrOk/,⚪ Standard Organic: Baseline organic collab reach,"Half a million people walk, ride and live life in Comets.  Here’s why we sleep easy about that.  Comet Design Lab presents  Fully Functional EP 1"
64,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@nirvainnn,82093,173424,7866,67,4.54%,9.66%,2025-09-16,https://www.instagram.com/p/DOp9p9qEhBb/,⚪ Standard Organic: Baseline organic collab reach,for @gullylabs by nirvain.  *my father took the “jutti” from me 😭
65,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@odd.noteven,26563,165941,1530,83,0.92%,6.07%,2026-02-05,https://www.instagram.com/p/DUXRxWXCPDm/,⚪ Standard Organic: Baseline organic collab reach,COMET x ODDNOTEVEN. 06.02.2026.   Unapologetic is the new anthem.  Limited Drop. 600 Pairs Only. No Restocks.  Caution: Don’t try this at home.   A huge shoutout to @nupurpoleart and @shetty.777
66,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@casabacardiin,42000,154845,8370,45,5.41%,20.04%,2026-07-29,https://www.instagram.com/p/DbXUeGrAcXl/,⚪ Standard Organic: Baseline organic collab reach,COMET TURNED 3 ☄️ Thank you for celebrating 3 years of Comet with us🤩 Grateful for all the love! Big shoutout to @casabacardiin and @antisocialoffline for making the night special. 🫶🏽
67,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@officialraga,489912,154824,5800,58,3.75%,1.20%,2025-10-22,https://www.instagram.com/p/DQHPNiADCEL/,⚪ Standard Organic: Baseline organic collab reach,A collision. Raga x Gully Labs // Dropping soon
68,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@jhillmildhoot,18950,153209,1457,48,0.95%,7.94%,2025-09-13,https://www.instagram.com/p/DOiErLPgV92/,⚪ Standard Organic: Baseline organic collab reach,Don’t blink. Serving Twister👀  #Comet
69,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,149776,8096,198,5.41%,3.41%,2026-02-04,https://www.instagram.com/p/DUVhKydEUi9/,⚪ Standard Organic: Baseline organic collab reach,"Xoloni Orange - Modular Edition | CMF by Nothing x Gully Labs  Born from the collaboration between CMF’s bold, modular design language and Gully Labs’ story-led craft, Xoloni Orange Modular Edition proves that when the right tools meet the right tale"
70,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@utkgpt,3051,149461,8079,120,5.41%,268.73%,2026-07-16,https://www.instagram.com/p/Da2qvhLgSjr/,⚪ Standard Organic: Baseline organic collab reach,"3 YEARS.☄️ You backed us from day one. Thank you, Cometeers. Loudest, most fun three years of our lives. Never Shy, Never Sorry. Since 2023, till infinity.  Showing our first ever shoes from the back of our car to the public.  Our first ever store, r"
71,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@nirvainnn,82093,146906,4674,40,3.18%,5.74%,2025-10-29,https://www.instagram.com/p/DQYsoR8kjcs/,⚪ Standard Organic: Baseline organic collab reach,My most recent every day sneaker by @gullylabs   #sneaker #sneakers #footwear #streetweardaily #streetwear #streetwearindia
72,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@winonakicks,231074,146847,4331,61,2.95%,1.90%,2025-11-20,https://www.instagram.com/p/DRSSOPdkX29/,⚪ Standard Organic: Baseline organic collab reach,Have you heard of these?🧶
73,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,146052,1132,20,0.78%,0.47%,2026-05-25,https://www.instagram.com/p/DYw62CqhLju/,⚪ Standard Organic: Baseline organic collab reach,"The final drop.  Get your hands on the limited edition CMF x @gullylabs - Xoloni Orange pairs exclusively at the Nothing Bengaluru store on 30 May, 7 PM.   To celebrate our community, every single pair comes with an authentic, signed RCB jersey.  📍 N"
74,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@ghar.1964,22188,139120,7520,86,5.41%,34.28%,2025-11-27,https://www.instagram.com/p/DRjYBhCEcrW/,⚪ Standard Organic: Baseline organic collab reach,"Aangan Blue is @jatinmaggo ‘s story of home , the warmth of @ghar.1964 , the quiet of Shoja’s skies, the textures that hold memories, wooden floors, woollen rugs, and Machhli curled up in a corner. Home was never perfect. Just honest and lived-in. An"
75,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@capsulindia,61000,139113,2276,37,1.64%,3.79%,2026-01-22,https://www.instagram.com/p/DT0Cqzhgb5Q/,⚪ Standard Organic: Baseline organic collab reach,A peek into our Comet Apex pre-launch party. The energy was unreal. Big love to @capsulindia for hosting us.🫶🏾
76,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@kanchhiiii,477000,138911,3000,17,2.16%,0.63%,2026-08-01,https://www.instagram.com/p/Dbf5fPDTZKI/,⚪ Standard Organic: Baseline organic collab reach,"Sapno ka toh kya hi hai professionally nahi hua toh kya jersey pehnke poora karlo :)  Special thanks to Manoji ji  Explore, Gully Labs, Jersey, Sports, Indian Sports Community"
77,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@ghar.1964,22188,136980,5574,117,4.07%,25.65%,2025-11-27,https://www.instagram.com/p/DRj2vHrEVC4/,⚪ Standard Organic: Baseline organic collab reach,"Himachal isn’t a backdrop.  It’s intention. It’s people who build community with their hands, and carry their stories with respect. Aangan Blue is a reminder that a house isn’t complete without the small things."
78,Tier 4: Toggle OFF + Organic (Noise),Comet,"Pan-India / Karnataka (HQ: Bengaluru, D2C)",@indiansneakerfestival,43000,135436,1702,31,1.26%,4.03%,2025-11-12,https://www.instagram.com/p/DQ9OCKsEiTl/,⚪ Standard Organic: Baseline organic collab reach,"Comet On Tour. BOMBAY we’re coming!  @indiansneakerfestival. 6th-7th December.  📍MMRDA Grounds, BKC, MUMBAI"
79,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,134679,2782,88,2.07%,3.19%,2026-01-04,https://www.instagram.com/p/DTFYczhEfNk/,⚪ Standard Organic: Baseline organic collab reach,"Where football wasn’t taught, it was picked up. Where lines were chalked by memory, not paint. Where the game belonged to everyone.  Maidaan is a return to that ground.  Same soil. Same spirit. New chapter."
80,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,129387,3565,105,2.76%,4.08%,2025-12-14,https://www.instagram.com/p/DSPgH80EXQ-/,⚪ Standard Organic: Baseline organic collab reach,"Same soil. Same spirit.  @niviasports journey from Indian grounds to international arenas mirrors what we stand for at Gully Labs. Dhruv Kharabanda on history, hustle, home and what football means to India."
81,Tier 4: Toggle OFF + Organic (Noise),Skechers India,Pan-India / Maharashtra (HQ: Mumbai),@parisa.barkzi,151512,126674,544,58,0.43%,0.40%,2026-03-05,https://www.instagram.com/p/DVfo5hlDytb/,⚪ Standard Organic: Baseline organic collab reach,Step in. Turn up #SkechersIndia #FindYourFlow #hotshots
82,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,125707,6795,51,5.41%,7.61%,2025-12-20,https://www.instagram.com/p/DSe_B-bEbLU/,⚪ Standard Organic: Baseline organic collab reach,Dust underfoot. Breath held. Heartbeat loud. Gully se Maidaan. Football found us here.  Live at GullyLabs.com Exclusive preview prices today
83,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@rahasyafragrances,25000,118400,6400,60,5.41%,25.84%,2026-02-09,https://www.instagram.com/p/DUiNfNIEdXB/,⚪ Standard Organic: Baseline organic collab reach,"This was never meant to be just a shoe.  GL003 Shaahi is built on a silhouette made for movement. A form that celebrates ambition, because royalty today isn’t inherited, it is claimed.  And when a shoe carries this much meaning, one sense isn’t enoug"
84,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,116270,2104,41,1.81%,2.38%,2026-01-13,https://www.instagram.com/p/DTc5QtokdqW/,⚪ Standard Organic: Baseline organic collab reach,The right moves.  The right players.   The Maidaan - Gully Labs X Nivia
85,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,113368,6128,55,5.41%,2.54%,2026-05-22,https://www.instagram.com/p/DYo1nIYEYdd/,⚪ Standard Organic: Baseline organic collab reach,A community-designed shoe on the global stage. That was always the point.  CMF by Nothing x Gully Labs - Xoloni Orange. 200 pairs. One final restock.
86,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@eeeeshika,140884,109090,2641,15,2.42%,1.89%,2026-06-08,https://www.instagram.com/p/DZU2hHdtCGy/,⚪ Standard Organic: Baseline organic collab reach,"as if summer 2026 wasn’t hot enough @gullylabs dropped these 😻🩴 . ( summer outfit, styling, fashion, black chappals, gully labs, black slippers, outfit ideas, fashion reels )"
87,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,106174,2066,54,1.95%,2.36%,2025-12-20,https://www.instagram.com/p/DSetGlFkdzK/,⚪ Standard Organic: Baseline organic collab reach,Where we ran till sunset and didn’t stop dreaming. Pulse. Pace. Play. Raised in the gully. Ready for the Maidaan.  Going LIVE at 6PM !!
88,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,103469,1935,45,1.87%,2.20%,2026-01-15,https://www.instagram.com/p/DTh-8jcEQ-F/,⚪ Standard Organic: Baseline organic collab reach,"Two visions. One maidaan. We invited @ustat.kharbanda founder of @dujaindia to see Maidaan through her creativity.  A styling story rooted in reuse, individuality, and the streets we come from."
89,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@leada.in,14000,100714,5444,64,5.41%,39.34%,2026-08-06,https://www.instagram.com/p/DbsgQnaxA87/,⚪ Standard Organic: Baseline organic collab reach,We don’t play nice and we don’t drop for everyone. Lock jaws. Send this post on DM to claim first access. ⚡️.  Collab with @leada.in
90,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,96347,1926,39,2.00%,0.81%,2026-05-21,https://www.instagram.com/p/DYme5GeRYN9/,⚪ Standard Organic: Baseline organic collab reach,"200 pairs. Sold out in 3 days. Now they are coming back.  What happens when you stop gatekeeping creativity? A design student gets access to a real factory, real artisans, and a community that believes in the vision.  200 more pairs. Made by @itsdhre"
91,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@saffaaah,11927,93592,3,20,0.00%,0.19%,2025-11-10,https://www.instagram.com/p/DQ4lx3GjHq8/,⚪ Standard Organic: Baseline organic collab reach,big up @gullylabs @gullylabs.global for the sweet event & sweeter garms👟🫶🏽✨   @amra.ldn @coffeeculture_uk
92,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@nick.shayden,40713,93526,2462,12,2.63%,6.08%,2026-01-16,https://www.instagram.com/p/DTk52nHkpEc/,⚪ Standard Organic: Baseline organic collab reach,"a football sneaker that you can wear anywhere! . [football,nivia,sports,india,newdelhi,couple,funny,love,gift,valentines,gullylabs,gully,relationships,dating,fashion] . #football #fashion #dating #fyp #viral"
93,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,92603,893,30,0.96%,1.03%,2025-12-23,https://www.instagram.com/p/DSmVO9JjHzO/,⚪ Standard Organic: Baseline organic collab reach,"Unfiltered takes from the launch👟  From favourite colourways to first impressions of the NIVIA × Gully Labs drop, here’s what the crowd had to say. #Maidaan  [Launch event, events, football, football match, new drop, new sneakers, indian shoes, shoe "
94,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,88725,1181,17,1.33%,1.33%,2026-01-05,https://www.instagram.com/p/DTHvsDREWLX/,⚪ Standard Organic: Baseline organic collab reach,"Six teams. One Maidaan. Football on the pitch, culture all around it. From match play to brand zones, challenges, and community energy, we ended the year with our All Star Football tournament on 20th December at @claygrounds.official   This is how In"
95,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@adityab27,40490,87387,1453,54,1.66%,3.72%,2026-07-13,https://www.instagram.com/p/Dau8XZ1zC7f/,⚪ Standard Organic: Baseline organic collab reach,Bhai in logo ne football world cup ka bhi shoe bana diya hai 😏⚽️⚽️ Manoj bhai really knows game tho!   The Indian football fans deserved something they could call theirs and this is it.   Gully Labs Baaz Elastico main baat toh hai 🏆  #worldcup #footb
96,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@lambo.drive,10604,87226,1815,90,2.08%,17.96%,2026-05-14,https://www.instagram.com/p/DYUVCRxR2Sm/,⚪ Standard Organic: Baseline organic collab reach,"We made a shoe. Then we made a song. Then we made a film.  All three for the same reason.  Gully Labs × Royal Enfield Hunter 350  A love story about a young couple working, living, & figuring it out.   Starring Vasu Raina and Komal Munshi, with an or"
97,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@gurshaabedi,3788,86432,2074,108,2.40%,57.60%,2025-12-13,https://www.instagram.com/p/DSMZTo0kRmp/,⚪ Standard Organic: Baseline organic collab reach,"“Delhi never gives you one kind of plan.” Some days are Burrah Project nights, some are AR Rahman concerts, others are just office hours and December dinners. Gursha dresses for movement. Gully Labs fits into all of it. Ep. 1 . . . . .  [Styling, Con"
98,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@kevalnova,19340,85861,2284,50,2.66%,12.07%,2026-05-29,https://www.instagram.com/p/DY7EgWFN-83/,⚪ Standard Organic: Baseline organic collab reach,🕴️Here for the drameBAAZ in meee !! • Keval x GULLY LABS  Go grab your BAAZ from @gullylabs now 🤷🏻‍♂️ • Actor : @kevalnova 🕴️ Direction : @kevalnova 🎬 Cinematography : @yashsharma96_ ‼️ Sound mix : @djshuvix  Edited by : Sanskar Singh🪄 • My boys who 
99,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,83157,4495,58,5.41%,5.06%,2025-12-21,https://www.instagram.com/p/DShviO1EY_1/,⚪ Standard Organic: Baseline organic collab reach,"From floodlit turf to narrow gullies, through rain, dust, and broken goalposts; football was never just a game.  It was how we escaped. A way out, so we could come back stronger.   MAIDAAN | Available to shop at gullylabs.com and in-stores."
100,Tier 4: Toggle OFF + Organic (Noise),Skechers India,Pan-India / Maharashtra (HQ: Mumbai),@capt_dvs,173074,83074,1411,60,1.70%,0.85%,2025-10-16,https://www.instagram.com/p/DP3sX4lE3Oc/,⚪ Standard Organic: Baseline organic collab reach,"It’s more than just a run !!  It’s the energy, the people & the stories that keep us moving. From pre-race jitters to finish-line smiles, the “Skechers Running Squad” crew runs with heart, passion and purpose.  #SkechersPerformance #SkechersRunningSq"
101,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@vagavoom,30734,80530,1423,36,1.77%,4.75%,2026-04-06,https://www.instagram.com/p/DWyz6QAkQc_/,⚪ Standard Organic: Baseline organic collab reach,"Your day rarely stays what you planned.  Fits change. Places change. Energy definitely changes.  The Baaz Nazariya moves through it all,  wider, lighter, and perfect for every fit  With @vagavoom   Ep. 2"
102,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,79760,1801,60,2.26%,2.07%,2025-12-17,https://www.instagram.com/p/DSXbbDKkQCX/,⚪ Standard Organic: Baseline organic collab reach,"Made for the ground that raised us, shaped us, and stayed with us.   NIVIA × Gully Labs, launching soon."
103,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,72668,3928,52,5.41%,1.64%,2025-11-03,https://www.instagram.com/p/DQmAEeJDHVF/,⚪ Standard Organic: Baseline organic collab reach,"By liking this post, you agree to the T&C ✅ Designed by @itsdhreeeetimaan for #DesignCMFKicks ✨   Dropping soon by Gully Labs & CMF by Nothing 👟"
104,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,71336,3856,33,5.41%,4.32%,2026-01-02,https://www.instagram.com/p/DS_7yPwEdq6/,⚪ Standard Organic: Baseline organic collab reach,"Shaped by the streets, refined for turf. The Maidaan Collection, Gully Labs x Nivia"
105,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@amazonfashionin,2000000,63458,421,11,0.66%,0.02%,2025-08-29,https://www.instagram.com/p/DN7yBVtkWBD/,⚪ Standard Organic: Baseline organic collab reach,From the gullies to your doorstep — Gully Labs is now on Amazon. Made in India. Made for everywhere.
106,Tier 4: Toggle OFF + Organic (Noise),Skechers India,Pan-India / Maharashtra (HQ: Mumbai),@hamidbarkzi07,388435,63195,768,17,1.22%,0.20%,2026-06-06,https://www.instagram.com/p/DZPt_3SCKg9/,⚪ Standard Organic: Baseline organic collab reach,"From the first step out the door to wherever the day takes you. Skechers Hands Free Slip-ins®️ — convenience you can feel, comfort you can count on.  Hands free so no bending no touching #SkechersIndia #SkechersSlipins"
107,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@bombaysweetshop,108000,58895,694,27,1.18%,0.67%,2025-10-15,https://www.instagram.com/p/DP0j6nPka3G/,⚪ Standard Organic: Baseline organic collab reach,"Your Diwali fit just got an upgrade — shoes on your feet, sweets in your hand. Gully Labs × Bombay Sweet Shop — a gift box for those who like their mithai with some drip."
108,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@gullylabs.global,17077,58688,889,32,1.51%,5.39%,2026-04-06,https://www.instagram.com/p/DWzKBcUiQ0h/,⚪ Standard Organic: Baseline organic collab reach,"India has always had the craft. the stories, and the culture worth wearing.  It just needed a brand willing to carry it to the world - without apologising for where it came from.  Every gully labs pair is handcrafted by artisans who’ve spent their li"
109,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@districtupdates,783000,57729,645,10,1.12%,0.08%,2026-06-17,https://www.instagram.com/p/DZsGc3VTZRe/,⚪ Standard Organic: Baseline organic collab reach,"Delhi really pulled up 🔥  For archive pairs, cold drinks, good music and the thrill of finding the pair at the Sample Party!"
110,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@harteerathsingh,335930,54455,1533,30,2.82%,0.47%,2026-08-15,https://www.instagram.com/p/DcDQmrvRz4B/,⚪ Standard Organic: Baseline organic collab reach,"Sewa heals the world, but no one expects the hands behind it to show up in baggy jeans and orange sneakers.  But thats exactly who @harteerathsingh is, someone who never compromises on his personal style, who he is, or what he loves."
111,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@districtupdates,783000,54123,378,6,0.70%,0.05%,2026-06-10,https://www.instagram.com/p/DZaNa4UTkla/,⚪ Standard Organic: Baseline organic collab reach,Your next favourite pair might be hiding in the archives 🔥  Shop the Gully Labs Sample Party with up to 65% off + an extra 5% off when you book your slot and pay via District.  Some pairs won’t be back. Neither will these prices.
112,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@dominasianmagazine,10868,53374,567,11,1.06%,5.32%,2025-11-10,https://www.instagram.com/p/DQ4Tv5lDJYO/,⚪ Standard Organic: Baseline organic collab reach,"When community crosses borders, it becomes culture. London was proof.  Gully 17 - made exclusively for those who’ve stayed with us.   Available via invite only or in-store.   🎥 @jaygermedia"
113,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@gullylabs.global,17077,51762,383,8,0.74%,2.29%,2026-05-23,https://www.instagram.com/p/DYsWJ3pxP4m/,⚪ Standard Organic: Baseline organic collab reach,"“Creativity comes when you put yourself in situations that demand an answer”  That’s what this New York trip was.   A panel in Brooklyn with @colm from @kidsuper, and deep conversations about craft, sneakers with the community.   We started Gully Lab"
114,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@akshay_freestyle,17820,51225,753,15,1.47%,4.31%,2026-03-17,https://www.instagram.com/p/DV-l6vGkdZ3/,⚪ Standard Organic: Baseline organic collab reach,"Mumbai showed up heavy!  Pulled through with the community, movement, and pure energy alongside @akshay_freestyle   The Maidaan collection was built for moments like this - where fashion meets all-day comfort, and performance blends into real street "
115,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@amra.ldn,3966,50509,489,11,0.97%,12.61%,2025-10-30,https://www.instagram.com/p/DQb7JZqEx0J/,⚪ Standard Organic: Baseline organic collab reach,"The Louvre heist got nothing on us - We’re hijacking the Art Gallery.   DRESS CODE - Blue + Ivory + Bling 📍216, Camden High St, London, NW1 8QR 📅 1st Nov 2025 | 🕗 8PM onwards  DM @gullylabs.global or @amra.ldn to RSVP"
116,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@gullylabs.global,17077,49931,2699,14,5.41%,15.89%,2026-04-08,https://www.instagram.com/p/DW4WlifGJNQ/,⚪ Standard Organic: Baseline organic collab reach,"We’re not visiting, we are arriving   Gully Labs now in the US.  Shop at global.gullylabs.com  Credits: Photographer @jayakang  Stylist @__byrumsha  Videographer @jabungomaa  Models @niamackenziee @stickybizness111  Assisted by @nate.sturley  Produce"
117,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@talesofcityofficial,44037,49691,2686,163,5.41%,6.47%,2025-09-28,https://www.instagram.com/p/DPJtUzSkiUZ/,⚪ Standard Organic: Baseline organic collab reach,"Comment ""Details"" to get the booking info  Join Shoroter Shaaj: Dilli’s Durga Pujo Baithak for an evening of stories, art, and music that celebrate the goddess, her symbols, and her journey from Bengal’s courtyards to Delhi’s heart.  We are excited t"
118,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@gullylabs.global,17077,44955,2430,25,5.41%,14.38%,2026-04-07,https://www.instagram.com/p/DW1v7qcDFnP/,⚪ Standard Organic: Baseline organic collab reach,"From the gullies of Delhi to the Arts District bridge of Los Angeles.  Gully Labs, now in the US.  Shop at global.gullylabs.com  Credits: Photographer @jayakang  Stylist @__byrumsha  Videographer @jabungomaa  Models @niamackenziee @stickybizness111  "
119,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@agamjotsingh_10,156634,44141,2386,35,5.41%,1.55%,2026-02-04,https://www.instagram.com/p/DUVGZOWEYBX/,⚪ Standard Organic: Baseline organic collab reach,"The CMF by Nothing × Gully Labs sneaker is here. And we’re launching it the only way we know how.  🍻Unlimited @roarwithsimba on the house. 🎧 Alive DJ–drummer set by @almondhouseparty & @agamjotsingh_10  🎫Exclusive offers, giveaways, and a room full o"
120,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,42531,2299,35,5.41%,2.59%,2026-01-03,https://www.instagram.com/p/DTClZNfEZjR/,⚪ Standard Organic: Baseline organic collab reach,"Inspired by Mohun Bagan Super Giant (est. 1889), these sneakers are from the club’s history, playstyle, and iconic identity.  A futsal-inspired lifestyle sneaker with a gum sole for grip, asymmetrical lacing for cleaner strikes, and all-day cushionin"
121,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@experiencebroadway_,95018,39844,598,15,1.50%,0.65%,2026-02-05,https://www.instagram.com/p/DUYh207AY-k/,⚪ Standard Organic: Baseline organic collab reach,"Exclusive Drop Alert⚡️  GL 003 lands at Broadway! A modern take on the jutti, wrapped in colours inspired by Indian royalty and designed for today’s streets.  Old craft, new energy💥 Limited pairs. You better show up!  📍 Broadway, Delhi  . . . . . . ."
122,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@itskapowtime,15262,39738,2148,16,5.41%,14.18%,2025-10-28,https://www.instagram.com/p/DQWVXHLDB-C/,⚪ Standard Organic: Baseline organic collab reach,"This Halloween, Baithak by Gully Labs transforms into your favourite neighbourhood bar. Think dim lights, chilled beer, and after hours banter with friends. No ghosts. The only horror here is your unread work emails and that mounting work stress 👻  G"
123,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@subkocoffee,119642,39386,2129,13,5.41%,1.79%,2025-10-27,https://www.instagram.com/p/DQUE2aECDfa/,⚪ Standard Organic: Baseline organic collab reach,"A SUBKO (MINI) IN YOUR GULLY (Sultanate of Specialty Vol. 2)  Our latest chapter in New Delhi unfolds at the Gully Labs flagship in Panchsheel Park. A three-story space conceived not just as a retail destination, but as a baithak where craft, culture"
